filename,width,height,class,xmin,ymin,xmax,ymax
D-L_mp4-19_jpg.rf.l7CU95R5WIcb4JnRFlVn.jpg,1280,720,D,0,37,190,444
F-L_mp4-9_jpg.rf.o4MHR8Yo5ylKYtQy0gDK.jpg,1280,720,F,127,291,310,610
F-L_mp4-9_jpg.rf.o4MHR8Yo5ylKYtQy0gDK.jpg,1280,720,F,464,9,564,180
R-D_mp4-27_jpg.rf.l0c8s7O7Q0Bs3DSqLOfr.jpg,640,360,R,270,69,405,291
S-R_mp4-13_jpg.rf.oAb6FGjTfHWb9sotcOT6.jpg,1280,720,S,317,159,462,298
V-R_mp4-55_jpg.rf.HLP8yPt0IR7vBl429wSI.jpg,1280,720,V,551,305,712,583
E-D_mp4-53_jpg.rf.t48vClBhMPLecO8XZA6S.jpg,640,360,E,145,70,356,348
M-L_mp4-43_jpg.rf.wkmxeFGs8EYBEFn63XJM.jpg,1280,720,M,77,135,250,326
I-L_mp4-58_jpg.rf.pWn7acS3mec3vVYMiyER.jpg,1920,1080,I,606,318,903,831
P-L_mp4-6_jpg.rf.p84fcy34cJfYNkr36AaD.jpg,1920,1080,P,1248,108,1619,729
H-L_mp4-79_jpg.rf.HT3ArQrcE9J2IcneSoxJ.jpg,1920,1080,H,1340,108,1920,629
S_D_mov-49_jpg.rf.lXnDhB2fJ9W1gh2LhWwq.jpg,1920,1080,S,466,238,790,553
A-R_mp4-49_jpg.rf.HICyKVjP64PyoSY72VgL.jpg,1280,720,A,846,379,1087,540
H-R_mp4-11_jpg.rf.sv1nJcaPZiL06FHmg7S6.jpg,1920,1080,H,776,218,1311,623
T-L_mp4-52_jpg.rf.oGsVEGhv2IRFi21PfKyA.jpg,1280,720,T,619,439,861,635
L-R_mp4-38_jpg.rf.c9qpH7noWcEINLLc2f6S.jpg,1280,720,L,804,289,998,486
M-L_mp4-36_jpg.rf.tJOLZAfhnin4HLMNDsqm.jpg,1920,1080,M,536,103,983,789
O-R_mp4-35_jpg.rf.HLAAL7tabxMgmPKfJUkZ.jpg,1920,1080,O,311,206,682,593
L-L_mp4-18_jpg.rf.9DBYnceUHJ4uGljUwD78.jpg,1280,720,L,359,27,709,379
D-R_mp4-44_jpg.rf.q6BGq8ATGg5H8yw5D6a1.jpg,1280,720,D,890,164,1013,414
F-R_mov-10_jpg.rf.wGQsvhGByQ4G1d40OfCH.jpg,1920,1080,F,596,185,1063,1073
L_I_mov-25_jpg.rf.leM50vefptMOmMSnFcjg.jpg,1920,1080,L,1036,165,1502,685
T-R_mp4-28_jpg.rf.pg291xGnRXJdJX4E3JXU.jpg,1280,720,T,161,87,490,368
D-L_mov-82_jpg.rf.mceplnH9XVHQxMNGcRPW.jpg,1920,1080,D,1066,101,1445,971
M-L_mp4-43_jpg.rf.HMhwYybz3Km7qi9ZMWiq.jpg,1920,1080,M,1083,61,1503,765
R-D_mp4-38_jpg.rf.vrgw4ClEavxZb9SgEVSp.jpg,640,360,R,410,99,562,333
Y-D_mp4-41_jpg.rf.qb0tpl8YzPD5Rk3HdteH.jpg,640,360,Y,437,207,523,328
M-R_mp4-6_jpg.rf.tqLIEAbU4YmK3uqZ246S.jpg,1920,1080,M,560,38,958,747
U-I_mp4-10_jpg.rf.lgFL3sUtCFBz7swQMwEl.jpg,640,360,U,240,82,372,287
I_I_mov-16_jpg.rf.pDOLboHriZ1IjBWaPmJv.jpg,1920,1080,I,1056,188,1443,933
U_I_mov-6_jpg.rf.Ipy3fVpIhycHYmimUCLc.jpg,1920,1080,U,456,206,923,1080
N-R_mp4-26_jpg.rf.mnI0KPc23HQwcAWYah8N.jpg,1280,720,N,791,57,1020,406
S-R_mp4-64_jpg.rf.IsD2GLwiY7rT4qAGWXWg.jpg,1280,720,S,151,43,412,300
W_D_mov-44_jpg.rf.9H7mTn0PKkPjXB9BhHTS.jpg,1920,1080,W,558,268,810,599
T-D_mp4-8_jpg.rf.yPZTkudNsCNYTvawQDde.jpg,640,360,T,240,125,388,236
C-L_mp4-36_jpg.rf.lQwWySG1Nan29anAgh8g.jpg,1280,720,C,344,19,674,332
L-R_mp4-21_jpg.rf.Hqfsdqt4et9xOyAnYdBV.jpg,1280,720,L,572,324,828,620
T-L_mp4-97_jpg.rf.uRAs2LXzG7bGC26eEjyv.jpg,1280,720,T,761,360,905,506
C-R_mov-21_jpg.rf.punfszeYiRCVafrBSwHH.jpg,1920,1080,C,1096,271,1427,659
L-L_mp4-61_jpg.rf.y235Mtfd3MdWf0Ea4M8w.jpg,1920,1080,L,350,170,958,883
E-I_mp4-23_jpg.rf.HuoRHEbRasVKPkGwEaXP.jpg,640,360,E,213,99,433,360
I_D_mov-16_jpg.rf.qrP5ccHECYBtd8ftFprk.jpg,1920,1080,I,1006,153,1275,705
C-L_mov-60_jpg.rf.IDy4HIBkXSTKU9tvQZKY.jpg,1920,1080,C,951,93,1365,476
S-D_mp4-15_jpg.rf.IXChm3G5LqDdUMo1ol4n.jpg,640,360,S,211,90,435,266
D-D_mp4-9_jpg.rf.txSS5zY8HUKO29n23Vr8.jpg,640,360,D,92,121,240,279
H-R_mp4-8_jpg.rf.9G3gAYH59XLa1gzoF1yv.jpg,1920,1080,H,748,301,1275,713
U-D_mp4-1_jpg.rf.yv7Y6t179ihYZMftlFUQ.jpg,640,360,U,248,46,396,292
I-L_mp4-50_jpg.rf.8x14ZGRrT018ayQaxAXs.jpg,1920,1080,I,486,298,836,865
G-L_mov-22_jpg.rf.mxz4So0dIgKkkZunDHVG.jpg,1920,1080,G,1078,306,1513,609
D-L_mp4-51_jpg.rf.J5lwXtMr72AV5DTxijZz.jpg,1280,720,D,479,99,668,427
E-R_mov-86_jpg.rf.xI7l9XlugyYZCxhwcPkL.jpg,1920,1080,E,406,225,804,655
T-I_mp4-42_jpg.rf.uM9306xnMVrFik0g81fm.jpg,640,360,T,364,176,460,260
U_I_mov-33_jpg.rf.rq8YoJYOcPgYukanGUPU.jpg,1920,1080,U,1186,183,1541,1007
C-L_mov-44_jpg.rf.z9WHZkqbakcTniOiAjMU.jpg,1920,1080,C,1076,308,1333,581
R-R_mp4-43_jpg.rf.rOBRzh5v1F7B4TQeFL3R.jpg,1280,720,R,172,119,404,538
C-L_mov-46_jpg.rf.0VHaYxENzWujucCF6hKw.jpg,1920,1080,C,1116,261,1367,530
S-I_mp4-47_jpg.rf.uivRIgdvuQUwRtDwgzfc.jpg,640,360,S,390,159,491,243
T_I_mov-35_jpg.rf.rseyt4fgYInLkzqpHMl7.jpg,1920,1080,T,956,241,1385,697
T-R_mp4-49_jpg.rf.qW7KwwZQ6IJS7Rk8kHJo.jpg,1280,720,T,399,330,526,440
L_D_mov-26_jpg.rf.JAjObmupwoJqb9lafpDi.jpg,1920,1080,L,1024,68,1375,418
T_I_mov-3_jpg.rf.3KhcF6qKeB96wQbspDc5.jpg,1920,1080,T,1096,178,1493,593
V-D_mp4-39_jpg.rf.0WQwR7MB2L9hZxBisIwS.jpg,640,360,V,218,129,297,260
A-L_mov-47_jpg.rf.uqUuKTWN1RbgF7gxqBbV.jpg,1920,1080,A,968,276,1315,462
W_D_mov-21_jpg.rf.JQVtWx3LV27ZVZvZKn1C.jpg,1920,1080,W,541,155,776,507
L-R_mp4-24_jpg.rf.qra8xe0HmdBVOFsed4Xk.jpg,1920,1080,L,296,138,826,693
B-R_mov-76_jpg.rf.2OLlvmTKhkJ9kjS4XU0W.jpg,1920,1080,B,726,208,1087,897
A-D_mp4-31_jpg.rf.rjPX8FSXGt4qjmla0imk.jpg,640,360,A,472,152,631,266
L-L_mp4-42_jpg.rf.3KQKMbM4uxvuZ0ydnpgY.jpg,1280,720,L,209,125,549,459
A-L_mp4-31_jpg.rf.sqPu9cU49jKviTiQxVzk.jpg,1280,720,A,289,114,532,262
V-R_mp4-101_jpg.rf.KZmb9JeFlRrZPjQviavP.jpg,1280,720,V,297,194,442,439
P-R_mp4-81_jpg.rf.ux3thjXwpPrMQ0Foncke.jpg,1920,1080,P,743,313,1179,837
G-R_mov-54_jpg.rf.s655cNUjMqsMJ500vpRo.jpg,1920,1080,G,363,353,1161,1080
N_I_mov-7_jpg.rf.JfqmPxcCmw70G6MQ4yRe.jpg,1920,1080,N,1018,258,1237,755
A-R_mov-25_jpg.rf.1T5qelcTOqGwyJfB2adA.jpg,1920,1080,A,786,143,1435,537
M-L_mp4-16_jpg.rf.sNB8mjxGfqNLWicjcs0s.jpg,1920,1080,M,1241,133,1671,895
E-L_mov-80_jpg.rf.3A4HA6Wo2pYinTAbWoVO.jpg,1920,1080,E,778,151,1219,659
F-L_mov-0_jpg.rf.J6dfSYftU2bVpmKVCDMo.jpg,1920,1080,F,1126,281,1435,897
F-D_mp4-56_jpg.rf.GJrFo4P83WX9aCFilQzT.jpg,640,360,F,252,3,442,338
I_D_mov-15_jpg.rf.ur1EATFUX4EqV3HsbIip.jpg,1920,1080,I,1091,163,1353,689
E-D_mp4-49_jpg.rf.Kap0lWJ5Y2cI4eIyYoBM.jpg,640,360,E,151,36,270,192
L_D_mov-39_jpg.rf.sZTcpPVBbydoex5GxET1.jpg,1920,1080,L,527,142,1252,855
W-R_mp4-61_jpg.rf.xnDfY3K24gYmwyRnv63R.jpg,1280,720,W,544,365,697,602
W-R_mp4-87_jpg.rf.sIO4BpYfDYmmXHPec0Yj.jpg,1280,720,W,314,169,488,466
B-R_mp4-6_jpg.rf.0i8dJDiAopsq5huoTub1.jpg,1280,720,B,977,40,1162,407
D-R_mov-14_jpg.rf.reES55nj31QGGAcr7GWG.jpg,1920,1080,D,493,133,927,921
O-R_mp4-48_jpg.rf.zLzpw61cwWSLU3qOCpyh.jpg,1920,1080,O,778,528,1147,849
C-R_mp4-26_jpg.rf.udgTvZXozCn9N4uB7J8Z.jpg,1280,720,C,907,240,1211,547
B-R_mov-8_jpg.rf.sPZ8pgAafz5w9fV2D9Xw.jpg,1920,1080,B,397,63,839,893
M-R_mp4-101_jpg.rf.2h6b1AlF8QwW1C3ulMOX.jpg,1920,1080,M,1016,58,1439,701
P-L_mp4-3_jpg.rf.9LlhXtpCoeRbtfnGGjAL.jpg,1280,720,P,407,239,580,534
G-L_mp4-55_jpg.rf.3h54p2OsvgooWYr039op.jpg,1280,720,G,362,277,617,518
G-L_mp4-55_jpg.rf.3h54p2OsvgooWYr039op.jpg,1280,720,G,237,0,468,179
B-L_mov-42_jpg.rf.2Eis4l5qZkz6IS7a8wvc.jpg,1920,1080,B,1143,163,1531,889
R-R_mp4-37_jpg.rf.s091o5C8MPNEuEf5AcFq.jpg,1280,720,R,311,59,601,550
D-L_mp4-55_jpg.rf.2PPB7mD9C8xyiA3ImRk8.jpg,1280,720,D,297,82,480,424
P-L_mp4-1_jpg.rf.1vgK9swZwhWoA2DoJIyu.jpg,1920,1080,P,1298,133,1669,745
R-L_mp4-54_jpg.rf.syhd2TfA8SiOJKAVZcNG.jpg,1280,720,R,777,199,889,394
U-L_mp4-88_jpg.rf.JICGG4guEZeQM0fPDl5p.jpg,1280,720,U,657,404,830,618
V_D_mov-41_jpg.rf.3eXBfj3uUaTkAuUXKEhj.jpg,1920,1080,V,328,30,694,681
A-D_mp4-22_jpg.rf.2X5tnATVWayHnSw8vNtX.jpg,640,360,A,103,92,271,204
M-L_mp4-55_jpg.rf.3Te9QOXGVlivKnQd5RFb.jpg,1280,720,M,397,227,541,455
L-R_mp4-57_jpg.rf.9XrMRuy55C7RjtNRKv6c.jpg,1920,1080,L,662,88,1258,733
O-L_mp4-81_jpg.rf.rGWeSbY14pUQXio2Wyyh.jpg,1920,1080,O,956,263,1263,647
U-D_mp4-36_jpg.rf.ACKkTYqyGGMdAMoF6AtM.jpg,640,360,U,230,32,393,340
S_D_mov-25_jpg.rf.1aDMIGuxyqe3oYNJgX1t.jpg,1920,1080,S,453,333,708,545
B-R_mov-54_jpg.rf.r9gQ9AVZXociNyaVsoJY.jpg,1920,1080,B,345,188,658,775
M-R_mp4-12_jpg.rf.0dgvTAWykeZPfnnX4jtW.jpg,1280,720,M,826,40,1026,336
B-D_mp4-30_jpg.rf.3QkkOvNZDKWmBg4wJj0Z.jpg,640,360,B,462,96,557,266
G-I_mp4-46_jpg.rf.49YZ6XzC7SItEBT2ihRF.jpg,640,360,G,113,19,440,305
G-R_mp4-30_jpg.rf.1Y9AVRs5glPqF3L77TXX.jpg,1280,720,G,209,52,438,262
G-R_mp4-30_jpg.rf.1Y9AVRs5glPqF3L77TXX.jpg,1280,720,G,684,104,916,340
W_I_mov-32_jpg.rf.t0uWfBPulZcQwxgcWmxN.jpg,1920,1080,W,1018,158,1409,807
L-L_mp4-47_jpg.rf.2L0HhDqZkAjaWlaNRTeN.jpg,1920,1080,L,1191,193,1761,845
N-L_mp4-52_jpg.rf.1WICp47Nd5PeYGOgUhGr.jpg,1280,720,N,251,327,440,598
A-D_mp4-44_jpg.rf.1NX174uGFVMDMnod3S8M.jpg,640,360,A,88,111,233,200
N-R_mp4-95_jpg.rf.GelN08Q8bFeEkCu2wndp.jpg,1920,1080,N,1116,128,1593,775
L-L_mp4-59_jpg.rf.GhoCmM3SJCTmdqeqEQjE.jpg,1920,1080,L,466,176,1027,857
V_I_mov-50_jpg.rf.4ZkaOcLWNwEF3yLDLQsm.jpg,1920,1080,V,1353,50,1629,583
M-R_mp4-10_jpg.rf.rgpiBuyuKsBE3WMTjcDJ.jpg,1920,1080,M,720,68,1143,763
D-R_mov-34_jpg.rf.KkVLjil0G8hLUIulcw18.jpg,1920,1080,D,606,161,919,705
M-L_mp4-66_jpg.rf.9PU0wM6ahyZQYYQeHNuv.jpg,1920,1080,M,464,182,897,939
E-L_mov-43_jpg.rf.AGUQ3yJmH4Rb0F6bPcpK.jpg,1920,1080,E,1126,193,1411,559
C-L_mov-85_jpg.rf.9tbVr2Pb4qY5WGHOfla5.jpg,1920,1080,C,343,215,1067,1049
S_D_mov-42_jpg.rf.t81PBJfSguXCW5XQ0kHX.jpg,1920,1080,S,893,395,1413,911
H-L_mp4-17_jpg.rf.CXxFqnh9nohbIVpyxsrA.jpg,1280,720,H,387,45,701,318
S-I_mp4-26_jpg.rf.smIIXJp1Y4r4CYJDVEYy.jpg,640,360,S,47,80,307,276
U_D_mov-16_jpg.rf.0XBfGsdFdhhYaWqFevRf.jpg,1920,1080,U,639,288,877,803
E-L_mov-92_jpg.rf.3ggYSnjsPtECgeO3fmFt.jpg,1920,1080,E,1433,248,1715,703
U_D_mov-46_jpg.rf.sQtWOxTit95UjrPfRa5W.jpg,1920,1080,U,578,83,863,797
M-L_mp4-25_jpg.rf.tMnAs4egfq5J1s12vBOc.jpg,1280,720,M,449,275,582,500
H-L_mp4-39_jpg.rf.tzfMrORuVFZuzIU1aOYG.jpg,1920,1080,H,271,142,849,637
A-R_mov-71_jpg.rf.GeD5cS1Q94kj0aqespmu.jpg,1920,1080,A,638,238,1023,470
W-R_mp4-77_jpg.rf.4klDInaFrTDz4bhLTUNT.jpg,1280,720,W,237,269,378,512
V-R_mp4-98_jpg.rf.3qXt2nCNH1RlyoAgCV9n.jpg,1280,720,V,298,302,454,544
A-L_mov-30_jpg.rf.5U27S8fuoPS0xRLvppRq.jpg,1920,1080,A,1006,325,1475,589
R_D_mov-14_jpg.rf.tIZympU6XrUzkAXJsyhf.jpg,1920,1080,R,958,216,1321,887
H-R_mp4-17_jpg.rf.3CHEd7LzSXoUoY5WZKph.jpg,1280,720,H,526,382,852,654
N-R_mp4-34_jpg.rf.5126Kxb0kOLWDpsjBAW4.jpg,1280,720,N,769,259,989,603
I-L_mp4-9_jpg.rf.tAu55kSOJP1gV4UK7fa7.jpg,1280,720,I,151,70,349,332
N_D_mov-10_jpg.rf.EaCdQ4IFmr3Bw1sGdYVM.jpg,1920,1080,N,724,178,914,560
B-R_mov-61_jpg.rf.5u9tIjzRwU4nm629felq.jpg,1920,1080,B,511,281,855,927
B-R_mov-13_jpg.rf.30rrlZhDvOv55377VTBs.jpg,1920,1080,B,618,83,1071,991
S-L_mp4-50_jpg.rf.tSplaULJbeEQ2ueBW27s.jpg,1280,720,S,981,185,1130,320
S-L_mp4-89_jpg.rf.Rt03svNbC0IDUc6EueBR.jpg,1280,720,S,551,388,830,604
L-L_mp4-17_jpg.rf.5NMzcHiDaXuuYsSXVdp5.jpg,1280,720,L,304,0,681,359
M-L_mp4-12_jpg.rf.4RHK7xZLO9zBJMq8wDqP.jpg,1920,1080,M,1036,81,1471,839
A-R_mp4-33_jpg.rf.ui0jmYKgbJazfCuVON2D.jpg,1280,720,A,597,105,840,252
F-R_mov-24_jpg.rf.3Hrfo6qV2sEAabCyWppg.jpg,1920,1080,F,446,138,825,765
A-R_mov-77_jpg.rf.4pKz1fe3wCCPBfwmoq8j.jpg,1920,1080,A,763,88,1225,328
O-L_mp4-39_jpg.rf.tlrJVfDD54vI1q6jXNKo.jpg,1280,720,O,366,219,649,451
O-L_mp4-41_jpg.rf.0XCmF8X128o5ZME9msyp.jpg,1920,1080,O,713,210,1137,717
Y-L_mp4-109_jpg.rf.swIngPaBYU4jSjANLBVq.jpg,1280,720,Y,845,330,1044,562
H-R_mp4-28_jpg.rf.Ek68tsMPjB02hSZzdDaH.jpg,1920,1080,H,426,205,925,613
P_D_mov-28_jpg.rf.s7dCCDIM6RXeqrDtiXtR.jpg,1920,1080,P,556,161,1057,973
S-L_mp4-44_jpg.rf.w9c74EFeOKtQp8BFdm1l.jpg,1280,720,S,992,270,1138,402
N-L_mp4-46_jpg.rf.4SFydeu6jYWJYaj0JX2f.jpg,1920,1080,N,1403,208,1875,879
A-L_mov-49_jpg.rf.5phNyuOsp09LmHk0dAsG.jpg,1920,1080,A,993,238,1327,418
I-L_mp4-30_jpg.rf.0xJ0G63NL6ipJ1awFn3F.jpg,1280,720,I,461,37,648,287
G-D_mp4-45_jpg.rf.4hl2Nqn9P9OnFrWhz6xU.jpg,640,360,G,220,58,457,258
P_I_mov-28_jpg.rf.ReCGklPxG7mtBqgHOlSf.jpg,1920,1080,P,1186,238,1429,731
H-L_mp4-62_jpg.rf.6Uf5tO5bQQpFTGepGkMw.jpg,1920,1080,H,1281,173,1825,663
E-R_mov-52_jpg.rf.4qYymvqW7YgJCuvoZKkW.jpg,1920,1080,E,261,118,624,490
L-L_mp4-23_jpg.rf.LGmEzZQ2S9kI7UnpN5nf.jpg,1920,1080,L,510,168,1046,795
E-R_mov-32_jpg.rf.FgnHgP3pWmF6EA025itg.jpg,1920,1080,E,476,148,728,518
F-L_mp4-8_jpg.rf.SKo57er03R4oMofhvfVF.jpg,1280,720,F,119,289,310,596
F-L_mp4-8_jpg.rf.SKo57er03R4oMofhvfVF.jpg,1280,720,F,451,9,550,179
L-L_mp4-25_jpg.rf.2R4urLh2a8DbhNTKo5T2.jpg,1920,1080,L,466,158,1006,789
U-L_mp4-96_jpg.rf.Ki9adtZ1dydbeghpgbAm.jpg,1280,720,U,821,305,940,528
D-L_mp4-41_jpg.rf.5XHieLxUs2DErlHQAOIr.jpg,1280,720,D,491,312,653,614
F-D_mp4-38_jpg.rf.3imPGrn3ghknJUqWUwgc.jpg,640,360,F,336,64,456,290
P_D_mov-33_jpg.rf.vVpKYj9r5A5ba8nJ0UKP.jpg,1920,1080,P,516,224,971,1003
V-R_mp4-49_jpg.rf.5A0u9sbZVt88RSrgYXTk.jpg,1280,720,V,561,250,753,588
S-R_mp4-91_jpg.rf.tXQt9RyMCxvd4hGqsKIx.jpg,1280,720,S,354,279,490,402
P-R_mp4-41_jpg.rf.L6Lxi4cNhCpGRqLhKO5g.jpg,1920,1080,P,961,243,1453,835
A-L_mov-28_jpg.rf.5jO1T1lBHhiWYcN3ptCs.jpg,1920,1080,A,966,356,1477,643
O-R_mp4-0_jpg.rf.RwqtW5Q1eGA1eb1VnI3B.jpg,1280,720,O,772,225,956,440
W_D_mov-0_jpg.rf.0QMs4XEFbKqTBwyurIU6.jpg,1920,1080,W,458,158,823,805
N-R_mp4-32_jpg.rf.L88Z5WKCRaFk51ZzXVvB.jpg,1280,720,N,797,212,1052,607
S-R_mp4-94_jpg.rf.vAkm8cnZPfBrgif9Mipk.jpg,1280,720,S,357,265,493,394
T-I_mp4-51_jpg.rf.vbASF7sAmS9cNeqSWrsu.jpg,640,360,T,40,124,229,265
G-L_mp4-17_jpg.rf.4DT5jsdVqXZfwqg3JAjO.jpg,1280,720,G,144,184,326,407
G-L_mp4-17_jpg.rf.4DT5jsdVqXZfwqg3JAjO.jpg,1280,720,G,577,390,814,634
E-L_mov-47_jpg.rf.6PuhRSgJb0y3iFddfUEj.jpg,1920,1080,E,1108,191,1371,530
P_I_mov-15_jpg.rf.LTQfJ4h1Tk6RO7VkgT4z.jpg,1920,1080,P,948,338,1199,891
N-R_mp4-49_jpg.rf.vAlj8FU5bQgkrmBDIYbO.jpg,1920,1080,N,556,203,1055,971
A-R_mov-49_jpg.rf.0yD7EixD6tBCkVDmu8xH.jpg,1920,1080,A,388,340,1089,753
L-L_mp4-43_jpg.rf.sRNoOq7nhC1fwfE142HC.jpg,1280,720,L,289,150,590,447
E-L_mp4-47_jpg.rf.4tNl19GHMwj9hX2gxu7U.jpg,1280,720,E,212,180,446,455
D-R_mov-36_jpg.rf.MvgOs3xZdKrjpnufW2u3.jpg,1920,1080,D,548,163,845,709
D-R_mp4-21_jpg.rf.SOp9HvsusnYL0AB04bGK.jpg,1280,720,D,732,157,914,500
M_I_mov-47_jpg.rf.slP7lcaN58nw8UGpw9gd.jpg,1920,1080,M,1131,2,1412,362
H-R_mp4-82_jpg.rf.2yR8LpDyOnwKWJw4EOKo.jpg,1920,1080,H,1201,515,1793,1051
O-L_mp4-49_jpg.rf.LvkMBQTIWXha1N6cHrAf.jpg,1280,720,O,446,499,632,641
D-R_mov-7_jpg.rf.GEDaPVlS411UTg0SiJDW.jpg,1920,1080,D,243,136,640,827
T-L_mp4-57_jpg.rf.sINhjuJWNRJ5GIg44xDb.jpg,1280,720,T,457,450,700,638
Y_I_mov-5_jpg.rf.EoTE2gLcLpa6KB2uTEyl.jpg,1920,1080,Y,742,260,1270,743
Y_D_mov-20_jpg.rf.tXl08Q1AVSc5jsCxErBO.jpg,1920,1080,Y,557,210,1215,865
F-L_mp4-2_jpg.rf.Fo7adkrE3ftoaN3iY3ma.jpg,1280,720,F,291,22,378,192
F-L_mp4-2_jpg.rf.Fo7adkrE3ftoaN3iY3ma.jpg,1280,720,F,327,252,493,535
L-R_mp4-64_jpg.rf.1o4mc5Z2AS7FYej8ICEI.jpg,1920,1080,L,340,243,938,893
